OBJID;RA;DEC;NAME;NH;ENERGY_SLOPE;ENERGY_SLOPE_ERROR;EXPOSURE_TIME;NUFNU_3000EV;NUFNU_ERROR_3000EV;NUFNU_500EV;NUFNU_ERROR_500EV;UPPER_LIMIT_500EV;NUFNU_1500EV;NUFNU_ERROR_1500EV;UPPER_LIMIT_1500EV;NUFNU_4500EV;NUFNU_ERROR_4500EV;UPPER_LIMIT_4500EV;COUNTRATES_300_10000EV;COUNTRATES_ERROR_300_10000EV;COUNTRATES_300_1000EV;COUNTRATES_ERROR_300_1000EV;UPPER_LIMIT_300_1000EV;COUNTRATES_1000_2000EV;COUNTRATES_ERROR_1000_2000EV;UPPER_LIMIT_1000_2000EV;COUNTRATES_2000_10000EV;COUNTRATES_ERROR_2000_10000EV;UPPER_LIMIT_2000_10000EV;RUNID;SNR
280;23.6328;0.429306;SDSX_J013431.9+002545.5;2.51e+20;0.8;-999/-999;11229.5;1.99013e-14;6.8155e-15;1.74514e-14;8.45555e-15;-999;1.93607e-14;1.07819e-14;-999;9.82872e-15;9.52174e-15;-999;0.00146;0.0005;0.00073;0.0003537;-999;0.0005475;0.0003049;-999;0.0001825;0.0001768;-999;48_23_0;11232.4
281;23.7982;0.727939;SDSX_J013511.6+004340.6;2.58e+20;0.8;-999/-999;12769.2;1.81745e-14;6.2859e-15;1.59853e-14;-1.10455e-11;4.21627e-14;3.76571e-14;1.43479e-14;-999;1.43273e-14;1.09178e-14;-999;0.00133;0.00046;0.000665;-0.4595;0.001754;0.001064;0.0004054;-999;0.000266;0.0002027;-999;48_23_0;12772.1
282;322.905;-0.584806;SDSX_J213137.2-003505.3;3.55e+20;0.8;-999/-999;1487.3;6.22824e-14;2.8246e-14;2.28455e-14;2.26616e-14;-999;0;-7.15324e-11;2.0869e-13;1.90318e-13;9.44038e-14;-999;0.00441;0.002;0.0008821;0.000875;-999;0;-1.998;0.005829;0.003528;0.00175;-999;51_322_0;1489.5
283;322.795;-0.591182;SDSX_J213110.7-003528.3;3.57e+20;0.8;-999/-999;1473.8;6.0485e-13;8.33788e-14;7.10442e-13;1.21986e-13;-999;3.67779e-13;1.04103e-13;-999;2.77013e-13;1.10697e-13;-999;0.0428;0.0059;0.02739;0.004703;-999;0.01027;0.002907;-999;0.005135;0.002052;-999;51_322_0;1481.05
284;49.5727;-0.296622;SDSX_J031817.4-001747.8;5.11e+20;0.8;-999/-999;10190.3;4.40392e-14;9.78648e-15;5.07311e-15;4.62591e-15;-999;4.4604e-14;1.54929e-14;-999;8.5009e-14;2.58434e-14;-999;0.00297;0.00066;0.0001747;0.0001593;-999;0.001223;0.0004248;-999;0.001572;0.0004779;-999;46_49_0;10194.8
285;49.622;-0.253116;SDSX_J031829.3-001511.2;5.15e+20;0.8;-999/-999;22674.2;7.22952e-15;2.82055e-15;1.77289e-15;1.9578e-15;-999;1.33291e-14;6.13363e-15;-999;3.29245e-15;3.63587e-15;-999;0.000487;0.00019;6.088e-05;6.723e-05;-999;0.0003653;0.0001681;-999;6.088e-05;6.723e-05;-999;46_49_0;22676.8
286;49.5833;-0.224386;SDSX_J031820.0-001327.8;5.15e+20;0.8;-999/-999;21439.4;7.57095e-15;2.969e-15;6.36585e-15;3.80903e-15;-999;5.3163e-15;3.92976e-15;-999;7.8796e-15;5.82452e-15;-999;0.00051;0.0002;0.0002186;0.0001308;-999;0.0001457;0.0001077;-999;0.0001457;0.0001077;-999;46_49_0;21442
287;49.6876;-0.313261;SDSX_J031845.0-001847.7;5.13e+20;0.8;-999/-999;9612.3;2.5668e-14;7.71524e-15;5.58918e-15;4.98431e-15;-999;3.50746e-14;1.41757e-14;-999;3.11928e-14;1.63805e-14;-999;0.00173;0.00052;0.0001922;0.0001714;-999;0.0009615;0.0003886;-999;0.0005768;0.0003029;-999;46_49_0;9615.63
288;49.6515;-0.370554;SDSX_J031836.4-002214.0;5.08e+20;0.8;-999/-999;8889.4;2.20744e-14;7.7038e-15;5.39533e-15;5.35766e-15;-999;3.39497e-14;1.49551e-14;-999;2.01429e-14;1.40595e-14;-999;0.00149;0.00052;0.0001862;0.0001849;-999;0.0009312;0.0004102;-999;0.0003725;0.00026;-999;46_49_0;8892.27
289;49.5179;-0.254016;SDSX_J031804.3-001514.5;5.13e+20;0.8;-999/-999;22050.5;1.47183e-14;4.00599e-15;5.24603e-15;3.36456e-15;-999;2.2617e-14;-9.83839e-12;2.17342e-14;4.38851e-14;1.32115e-14;-999;0.000992;0.00027;0.0001804;0.0001157;-999;0.00062;-0.2697;0.0005958;0.0008115;0.0002443;-999;46_49_0;22054.2
290;49.5334;-0.421423;SDSX_J031808.0-002517.1;4.89e+20;0.8;-999/-999;6567.6;4.81704e-14;1.36998e-14;3.39876e-14;1.59504e-14;-999;5.40547e-14;2.25531e-14;-999;3.21435e-14;2.14506e-14;-999;0.00327;0.00093;0.001189;0.000558;-999;0.001486;0.00062;-999;0.0005946;0.0003968;-999;46_49_0;6571.12
291;49.4876;-0.167745;SDSX_J031757.0-001003.9;5.18e+20;0.8;-999/-999;15727.5;3.01638e-14;6.98373e-15;2.36945e-14;8.62679e-15;-999;2.22291e-14;9.40631e-15;-999;3.29365e-14;1.39372e-14;-999;0.00203;0.00047;0.0008119;0.0002956;-999;0.000609;0.0002577;-999;0.000609;0.0002577;-999;46_49_0;15731.8
292;49.4713;-0.178754;SDSX_J031753.1-001043.5;5.17e+20;0.8;-999/-999;15109.1;2.92624e-14;7.12992e-15;2.61155e-14;9.40215e-15;-999;2.61465e-14;1.07192e-14;-999;1.93725e-14;1.12384e-14;-999;0.00197;0.00048;0.0008955;0.0003224;-999;0.0007164;0.0002937;-999;0.0003582;0.0002078;-999;46_49_0;15113.2
293;49.4169;-0.265228;SDSX_J031740.1-001554.8;5.13e+20;0.8;-999/-999;18328.2;2.1662e-14;5.78643e-15;3.53904e-15;3.34711e-15;-999;2.21902e-14;9.09421e-15;-999;3.94777e-14;1.48663e-14;-999;0.00146;0.00039;0.0001217;0.0001151;-999;0.0006083;0.0002493;-999;0.00073;0.0002749;-999;46_49_0;18331.9
294;49.3865;-0.295867;SDSX_J031732.8-001745.1;4.97e+20;0.8;-999/-999;13282.1;4.40027e-14;1.01885e-14;2.636e-14;1.09304e-14;-999;2.50392e-14;1.20481e-14;-999;7.43394e-14;2.55025e-14;-999;0.00298;0.00069;0.0009169;0.0003802;-999;0.0006877;0.0003309;-999;0.001375;0.0004717;-999;46_49_0;13286.4
308;325.227;0.427604;SDSX_J214054.5+002539.4;4.48e+20;1.171;+0.11/-0.09;5665.5;7.11144e-13;3.86946e-14;9.65108e-13;7.62259e-14;-999;7.80886e-13;7.29037e-14;-999;6.54117e-13;7.85037e-14;-999;0.068;0.0037;0.03221;0.002544;-999;0.02229;0.002081;-999;0.01349;0.001619;-999;49_325_0;5683.88
309;325.136;0.438466;SDSX_J214032.6+002618.5;4.51e+20;0.8;-999/-999;6001;5.88264e-14;1.42698e-14;7.14995e-14;2.21423e-14;-999;3.98694e-14;1.90729e-14;-999;1.98437e-14;1.65428e-14;-999;0.00404;0.00098;0.002571;0.0007962;-999;0.001101;0.0005267;-999;0.0003673;0.0003062;-999;49_325_0;6005.12
310;325.334;0.469998;SDSX_J214120.1+002812.0;4.45e+20;0.8;-999/-999;6010.3;2.8196e-14;1.01738e-14;1.07457e-14;8.45868e-15;-999;4.21217e-14;1.88824e-14;-999;2.09656e-14;1.65034e-14;-999;0.00194;0.0007;0.0003881;0.0003055;-999;0.001164;0.0005218;-999;0.0003881;0.0003055;-999;49_325_0;6013.07
311;45.261;-0.584065;SDSX_J030102.6-003502.6;7.28e+20;0.8;-999/-999;14054.3;2.0005e-14;6.14328e-15;1.1682e-14;6.83923e-15;-999;1.29626e-14;7.58898e-15;-999;3.1326e-14;1.43905e-14;-999;0.00127;0.00039;0.0003464;0.0002028;-999;0.0003464;0.0002028;-999;0.0005773;0.0002652;-999;50_45_0;14057.6
312;45.2261;-0.567564;SDSX_J030054.3-003403.2;7.29e+20;0.8;-999/-999;12418.2;2.04828e-14;6.45996e-15;4.87644e-15;4.61321e-15;-999;2.16279e-14;1.02283e-14;-999;3.13586e-14;1.48301e-14;-999;0.0013;0.00041;0.0001445;0.0001367;-999;0.0005779;0.0002733;-999;0.0005779;0.0002733;-999;50_45_0;12421.4
313;45.2339;-0.512746;SDSX_J030056.1-003045.9;7.29e+20;0.8;-999/-999;13854.5;2.78881e-14;6.93264e-15;1.19431e-14;6.63466e-15;-999;2.64894e-14;1.05127e-14;-999;3.84074e-14;1.52425e-14;-999;0.00177;0.00044;0.0003539;0.0001966;-999;0.0007078;0.0002809;-999;0.0007078;0.0002809;-999;50_45_0;13858.5
314;45.1882;-0.582287;SDSX_J030045.2-003456.2;7.29e+20;0.8;-999/-999;14582.1;2.26886e-14;6.3024e-15;3.73917e-15;3.63455e-15;-999;2.07335e-14;9.21404e-15;-999;4.20972e-14;1.58611e-14;-999;0.00144;0.0004;0.0001108;0.0001077;-999;0.000554;0.0002462;-999;0.0007758;0.0002923;-999;50_45_0;14585.7
315;45.2625;-0.487229;SDSX_J030103.0-002914.0;7.29e+20;0.8;-999/-999;13613.4;2.2216e-14;6.45996e-15;2.16217e-14;9.42554e-15;-999;9.59577e-15;6.67288e-15;-999;2.78261e-14;1.3544e-14;-999;0.00141;0.00041;0.0006407;0.0002793;-999;0.0002564;0.0001783;-999;0.0005128;0.0002496;-999;50_45_0;13616.8
316;45.3549;-0.602399;SDSX_J030125.2-003608.6;7.26e+20;0.8;-999/-999;14405.7;1.8263e-14;5.82528e-15;7.81353e-15;5.53683e-15;-999;1.73629e-14;8.78808e-15;-999;2.51825e-14;1.27459e-14;-999;0.00116;0.00037;0.000232;0.0001644;-999;0.0004641;0.0002349;-999;0.0004641;0.0002349;-999;50_45_0;14408.8
317;45.2684;-0.686739;SDSX_J030104.4-004112.3;7.27e+20;0.8;-999/-999;14410.4;1.70078e-14;5.66928e-15;1.6177e-14;8.15588e-15;-999;1.34698e-14;7.73015e-15;-999;1.30229e-14;9.28423e-15;-999;0.00108;0.00036;0.00048;0.000242;-999;0.00036;0.0002066;-999;0.00024;0.0001711;-999;50_45_0;14413.4
318;45.2452;-0.43837;SDSX_J030058.8-002618.1;7.3e+20;0.8;-999/-999;13727.8;1.31123e-14;5.3584e-15;1.12349e-14;7.32787e-15;-999;1.86813e-14;1.002e-14;-999;1.00334e-14;-1.84335e-11;5.95276e-14;0.000832;0.00034;0.0003327;0.000217;-999;0.0004991;0.0002677;-999;0.0001849;-0.3397;0.001097;50_45_0;13730.2
319;45.1911;-0.694138;SDSX_J030045.9-004138.9;7.29e+20;0.8;-999/-999;14300.7;1.63862e-14;5.67216e-15;1.3158e-14;7.41422e-15;-999;1.4592e-14;8.22227e-15;-999;1.4103e-14;9.59912e-15;-999;0.00104;0.00036;0.0003899;0.0002197;-999;0.0003899;0.0002197;-999;0.0002599;0.0001769;-999;50_45_0;14303.6
320;45.3611;-0.483551;SDSX_J030126.7-002900.8;7.23e+20;0.8;-999/-999;14567.1;2.0293e-14;6.13509e-15;2.47788e-14;9.95251e-15;-999;6.89264e-15;5.40042e-15;-999;1.99995e-14;1.13616e-14;-999;0.00129;0.00039;0.0007372;0.0002961;-999;0.0001843;0.0001444;-999;0.0003686;0.0002094;-999;50_45_0;14570.4
321;45.1718;-0.462205;SDSX_J030041.2-002743.9;7.29e+20;0.8;-999/-999;14589.7;2.69428e-14;6.93264e-15;1.5743e-14;7.75844e-15;-999;4.07184e-14;1.32709e-14;-999;8.4379e-15;7.12473e-15;-999;0.00171;0.00044;0.0004665;0.0002299;-999;0.001088;0.0003546;-999;0.0001555;0.0001313;-999;50_45_0;14593.6
322;45.123;-0.513859;SDSX_J030029.5-003049.9;7.3e+20;0.8;-999/-999;14698.7;1.11581e-14;4.728e-15;4.78507e-15;4.40348e-15;-999;5.30383e-15;4.88087e-15;-999;2.30568e-14;1.23885e-14;-999;0.000708;0.0003;0.0001417;0.0001304;-999;0.0001417;0.0001304;-999;0.0004249;0.0002283;-999;50_45_0;14701.1
323;45.3926;-0.63743;SDSX_J030134.2-003814.7;7.24e+20;0.8;-999/-999;11320.6;1.82538e-14;6.92384e-15;4.87371e-15;5.19997e-15;-999;2.16937e-14;1.1565e-14;-999;2.35972e-14;1.45197e-14;-999;0.00116;0.00044;0.0001449;0.0001546;-999;0.00058;0.0003092;-999;0.0004349;0.0002676;-999;50_45_0;11323.2
324;45.1921;-0.419926;SDSX_J030046.1-002511.7;7.29e+20;0.8;-999/-999;14721.2;1.32981e-14;5.19948e-15;1.70962e-14;8.53124e-15;-999;1.57934e-14;-1.2339e-11;4.17663e-14;1.83246e-14;1.14278e-14;-999;0.000844;0.00033;0.0005066;0.0002528;-999;0.000422;-0.3297;0.001116;0.0003377;0.0002106;-999;50_45_0;14723.8
325;45.2627;-0.742283;SDSX_J030103.0-004432.2;7.25e+20;0.8;-999/-999;6689.4;3.32114e-14;1.22772e-14;2.02884e-14;1.42201e-14;-999;4.51128e-14;2.23694e-14;-999;1.6354e-14;1.62237e-14;-999;0.00211;0.00078;0.0006028;0.0004225;-999;0.001206;0.000598;-999;0.0003014;0.000299;-999;50_45_0;6692.11
326;45.2198;-0.372781;SDSX_J030052.8-002222.0;7.3e+20;0.8;-999/-999;10388.6;2.06456e-14;8.3528e-15;7.37177e-15;7.24345e-15;-999;3.26726e-14;1.6297e-14;-999;1.18458e-14;1.16396e-14;-999;0.00131;0.00053;0.0002183;0.0002145;-999;0.0008729;0.0004354;-999;0.0002183;0.0002145;-999;50_45_0;10391.1
327;45.0781;-0.465215;SDSX_J030018.8-002754.8;7.29e+20;0.8;-999/-999;9255;3.67115e-14;1.13443e-14;3.3693e-14;1.58678e-14;-999;1.2455e-14;1.01721e-14;-999;5.41762e-14;2.55145e-14;-999;0.00233;0.00072;0.0009984;0.0004702;-999;0.0003328;0.0002718;-999;0.0009984;0.0004702;-999;50_45_0;9258.24
328;16.8441;-0.31579;SDSX_J010722.6-001856.8;3.53e+20;0.8;-999/-999;1535;7.8186e-14;3.24599e-14;0;-5.94263e-11;1.90019e-13;1.58639e-13;7.44873e-14;-999;5.97688e-14;5.61007e-14;-999;0.00554;0.0023;0;-2.298;0.007348;0.004432;0.002081;-999;0.001108;0.00104;-999;53_16_0;1537.41
329;335.464;0.593586;SDSX_J222151.5+003536.9;4.45e+20;0.8;-999/-999;6912.3;2.12196e-14;8.28438e-15;1.6167e-14;9.97876e-15;-999;3.16962e-14;1.57739e-14;-999;0;-3.07596e-11;1.04098e-13;0.00146;0.00057;0.0005839;0.0003604;-999;0.0008759;0.0004359;-999;0;-0.5694;0.001927;54_335_0;6914.86
330;335.506;0.469299;SDSX_J222201.5+002809.5;4.51e+20;0.8;-999/-999;6895.7;2.70835e-14;9.31904e-15;1.03453e-14;7.85354e-15;-999;2.69417e-14;1.4655e-14;-999;4.01953e-14;2.18643e-14;-999;0.00186;0.00064;0.000372;0.0002824;-999;0.000744;0.0004047;-999;0.000744;0.0004047;-999;54_335_0;6898.61
331;335.401;0.452451;SDSX_J222136.2+002708.8;4.51e+20;0.8;-999/-999;7040.5;1.86381e-14;7.86294e-15;2.96455e-14;1.41164e-14;-999;1.85405e-14;-1.95364e-11;5.10951e-14;1.15237e-14;1.22531e-14;-999;0.00128;0.00054;0.001066;0.0005076;-999;0.000512;-0.5395;0.001411;0.0002133;0.0002268;-999;54_335_0;7042.87
332;335.579;0.512988;SDSX_J222218.9+003046.8;4.5e+20;0.8;-999/-999;6989.2;1.97962e-14;8.15136e-15;3.14849e-14;-1.55452e-11;4.16279e-14;3.28334e-14;1.70322e-14;-999;2.44949e-14;1.78499e-14;-999;0.00136;0.00056;0.001133;-0.5594;0.001498;0.0009068;0.0004704;-999;0.0004534;0.0003304;-999;54_335_0;6991.63
333;335.551;0.413567;SDSX_J222212.2+002448.8;4.54e+20;0.8;-999/-999;6957.2;2.20067e-14;8.89014e-15;1.05209e-14;8.50035e-15;-999;3.64786e-14;-2.20755e-11;9.03814e-14;6.11608e-14;2.84625e-14;-999;0.00151;0.00061;0.0003775;0.000305;-999;0.001007;-0.6094;0.002495;0.001132;0.0005268;-999;54_335_0;6959.68
334;335.384;0.385338;SDSX_J222132.1+002307.2;4.53e+20;0.8;-999/-999;6734.1;2.65174e-14;9.9076e-15;8.4469e-15;8.14334e-15;-999;3.29611e-14;1.82264e-14;-999;3.27788e-14;2.24108e-14;-999;0.00182;0.00068;0.0003033;0.0002924;-999;0.00091;0.0005032;-999;0.0006067;0.0004148;-999;54_335_0;6736.78
335;335.549;0.650798;SDSX_J222211.6+003902.9;4.42e+20;0.8;-999/-999;7082;2.71524e-14;9.5832e-15;8.61165e-15;-1.82151e-11;5.69137e-14;2.25436e-14;1.32397e-14;-999;6.73077e-14;2.78738e-14;-999;0.00187;0.00066;0.0003117;-0.6593;0.00206;0.0006232;0.000366;-999;0.001246;0.000516;-999;54_335_0;7084.83
336;335.309;0.420879;SDSX_J222114.2+002515.2;4.49e+20;0.8;-999/-999;7123.4;2.95406e-14;1.03319e-14;9.39425e-15;-1.96966e-11;1.241e-13;4.8984e-14;2.10309e-14;-999;3.65425e-14;2.19179e-14;-999;0.00203;0.00071;0.0003383;-0.7093;0.004469;0.001353;0.0005809;-999;0.0006764;0.0004057;-999;54_335_0;7126.26
345;38.7383;0.819395;SDSX_J023457.2+004909.8;2.18e+20;0.8;-999/-999;8935.8;3.23328e-14;8.35264e-15;1.86305e-14;8.30324e-15;-999;4.22676e-14;1.52868e-14;-999;2.15312e-14;1.37692e-14;-999;0.0024;0.00062;0.0007999;0.0003565;-999;0.0012;0.000434;-999;0.0004;0.0002558;-999;36_38_0;8939.67
346;38.6554;0.76977;SDSX_J023437.3+004611.2;2.17e+20;0.8;-999/-999;10236.2;1.21607e-14;5.11746e-15;1.57651e-14;7.75689e-15;-999;1.58943e-14;-1.33691e-11;5.26524e-14;1.21541e-14;1.04048e-14;-999;0.000903;0.00038;0.0006774;0.0003333;-999;0.0004513;-0.3796;0.001495;0.0002258;0.0001933;-999;36_38_0;10238.6
347;38.7141;0.942529;SDSX_J023451.4+005633.1;2.16e+20;0.8;-999/-999;10663.1;2.63855e-14;7.00024e-15;2.53236e-14;9.10627e-15;-999;1.53361e-14;8.59246e-15;-999;2.34412e-14;1.31335e-14;-999;0.00196;0.00052;0.001089;0.0003916;-999;0.0004355;0.000244;-999;0.0004355;0.000244;-999;36_38_0;10666.9
349;38.6459;0.973711;SDSX_J023435.0+005825.4;2.14e+20;0.8;-999/-999;9859.2;1.57388e-14;5.91888e-15;6.79097e-15;5.19364e-15;-999;8.2382e-15;-1.54766e-11;6.8018e-14;4.72198e-14;2.04693e-14;-999;0.00117;0.00044;0.0002925;0.0002237;-999;0.000234;-0.4396;0.001932;0.0008773;0.0003803;-999;36_38_0;9861.86
350;38.7987;0.92;SDSX_J023511.7+005512.0;2.18e+20;0.8;-999/-999;6045.2;2.04774e-14;8.62208e-15;1.18039e-14;8.57109e-15;-999;1.7851e-14;1.29621e-14;-999;2.728e-14;1.98087e-14;-999;0.00152;0.00064;0.0005068;0.000368;-999;0.0005068;0.000368;-999;0.0005068;0.000368;-999;36_38_0;6047.57
354;3.36564;-0.826592;SDSX_J001327.8-004935.7;3.13e+20;0.8;-999/-999;7279.2;5.82107e-14;1.21156e-14;4.19388e-14;1.34896e-14;-999;3.97208e-14;1.57779e-14;-999;7.51491e-14;2.6437e-14;-999;0.00418;0.00087;0.001672;0.0005378;-999;0.001115;0.0004429;-999;0.001394;0.0004904;-999;60_3_0;7284
355;3.45629;-0.798007;SDSX_J001349.5-004752.8;3.1e+20;0.8;-999/-999;7316.9;2.11462e-14;7.92984e-15;9.50988e-15;7.41771e-15;-999;2.70537e-14;1.50207e-14;-999;2.04843e-14;1.59777e-14;-999;0.00152;0.00057;0.00038;0.0002964;-999;0.0007597;0.0004218;-999;0.00038;0.0002964;-999;60_3_0;7319.57
356;3.4725;-0.860026;SDSX_J001353.4-005136.1;3.12e+20;0.8;-999/-999;7224.7;1.97692e-14;7.93554e-15;1.77904e-14;1.01284e-14;-999;1.26415e-14;1.02799e-14;-999;1.91319e-14;1.55578e-14;-999;0.00142;0.00057;0.0007098;0.0004041;-999;0.0003549;0.0002886;-999;0.0003549;0.0002886;-999;60_3_0;7227.19
